ID,x,y,Class_ID,Class,Description
17227,677835,4763245,1,Class_2,Building
17228,677845,4763245,1,Class_2,Building
17229,677855,4763245,1,Class_2,Building
17230,677865,4763245,1,Class_2,Building
17231,677875,4763245,1,Class_2,Building
17232,677885,4763245,1,Class_2,Building
17233,677895,4763245,1,Class_2,Building
17234,677905,4763245,1,Class_2,Building
17235,677915,4763245,1,Class_2,Building
17236,677925,4763245,1,Class_2,Building
17237,677935,4763245,1,Class_2,Building
17238,677945,4763245,1,Class_2,Building
17239,677955,4763245,1,Class_2,Building
17240,677965,4763245,1,Class_2,Building
17241,677975,4763245,1,Class_2,Building
17242,677985,4763245,1,Class_2,Building
17243,677995,4763245,0,Class_1,Parking/road/pavement
17244,678005,4763245,3,Class_4,Grass
17245,678015,4763245,3,Class_4,Grass
17246,678025,4763245,3,Class_4,Grass
17247,678035,4763245,0,Class_1,Parking/road/pavement
17248,678045,4763245,1,Class_2,Building
17249,678055,4763245,0,Class_1,Parking/road/pavement
17250,678065,4763245,1,Class_2,Building
17251,678075,4763245,3,Class_4,Grass
17252,678085,4763245,3,Class_4,Grass
17253,678095,4763245,3,Class_4,Grass
17254,678105,4763245,2,Class_3,Tree/bushes
17255,678115,4763245,2,Class_3,Tree/bushes
17256,678125,4763245,3,Class_4,Grass
17257,678135,4763245,3,Class_4,Grass
17258,678145,4763245,3,Class_4,Grass
17259,678155,4763245,3,Class_4,Grass
17260,678165,4763245,3,Class_4,Grass
17261,678175,4763245,3,Class_4,Grass
17262,678185,4763245,3,Class_4,Grass
17263,678195,4763245,3,Class_4,Grass
17264,678205,4763245,3,Class_4,Grass
17265,678215,4763245,3,Class_4,Grass
17266,678225,4763245,3,Class_4,Grass
17267,678235,4763245,3,Class_4,Grass
17268,678245,4763245,3,Class_4,Grass
17269,678255,4763245,1,Class_2,Building
17270,678265,4763245,1,Class_2,Building
17271,678275,4763245,0,Class_1,Parking/road/pavement
17272,678285,4763245,0,Class_1,Parking/road/pavement
17273,678295,4763245,0,Class_1,Parking/road/pavement
17274,678305,4763245,0,Class_1,Parking/road/pavement
17275,678315,4763245,0,Class_1,Parking/road/pavement
17276,678325,4763245,0,Class_1,Parking/road/pavement
17277,678335,4763245,0,Class_1,Parking/road/pavement
17278,678345,4763245,3,Class_4,Grass
17279,678355,4763245,3,Class_4,Grass
17280,678365,4763245,3,Class_4,Grass
17281,678375,4763245,3,Class_4,Grass
17282,678385,4763245,3,Class_4,Grass
17283,678395,4763245,3,Class_4,Grass
17284,678405,4763245,3,Class_4,Grass
17285,678415,4763245,3,Class_4,Grass
17286,678425,4763245,3,Class_4,Grass
17287,678435,4763245,3,Class_4,Grass
17288,678445,4763245,3,Class_4,Grass
17289,678455,4763245,3,Class_4,Grass
17290,678465,4763245,3,Class_4,Grass
17291,678475,4763245,3,Class_4,Grass
17292,678485,4763245,2,Class_3,Tree/bushes
17293,678495,4763245,2,Class_3,Tree/bushes
17294,678505,4763245,2,Class_3,Tree/bushes
17295,678515,4763245,2,Class_3,Tree/bushes
17296,678525,4763245,2,Class_3,Tree/bushes
17297,678535,4763245,2,Class_3,Tree/bushes
17298,678545,4763245,2,Class_3,Tree/bushes
17299,678555,4763245,2,Class_3,Tree/bushes
17300,678565,4763245,2,Class_3,Tree/bushes
17301,678575,4763245,2,Class_3,Tree/bushes
17302,678585,4763245,2,Class_3,Tree/bushes
17303,678595,4763245,2,Class_3,Tree/bushes
17304,678605,4763245,2,Class_3,Tree/bushes
17305,678615,4763245,2,Class_3,Tree/bushes
17306,678625,4763245,2,Class_3,Tree/bushes
17307,678635,4763245,2,Class_3,Tree/bushes
17308,678645,4763245,2,Class_3,Tree/bushes
17309,678655,4763245,2,Class_3,Tree/bushes
17310,678665,4763245,2,Class_3,Tree/bushes
17311,678675,4763245,2,Class_3,Tree/bushes
17312,678685,4763245,2,Class_3,Tree/bushes
17313,678695,4763245,2,Class_3,Tree/bushes
17314,678705,4763245,2,Class_3,Tree/bushes
17315,678715,4763245,2,Class_3,Tree/bushes
17316,678725,4763245,2,Class_3,Tree/bushes
17317,678735,4763245,2,Class_3,Tree/bushes
17318,678745,4763245,2,Class_3,Tree/bushes
17319,678755,4763245,2,Class_3,Tree/bushes
17320,678765,4763245,2,Class_3,Tree/bushes
17321,678775,4763245,2,Class_3,Tree/bushes
17322,678785,4763245,2,Class_3,Tree/bushes
17323,678795,4763245,2,Class_3,Tree/bushes
17324,678805,4763245,2,Class_3,Tree/bushes
17325,678815,4763245,2,Class_3,Tree/bushes
17326,678825,4763245,2,Class_3,Tree/bushes
17327,678835,4763245,2,Class_3,Tree/bushes
17328,678845,4763245,2,Class_3,Tree/bushes
17329,678855,4763245,2,Class_3,Tree/bushes
17330,678865,4763245,3,Class_4,Grass
17331,678875,4763245,3,Class_4,Grass
17332,678885,4763245,3,Class_4,Grass
17333,678895,4763245,3,Class_4,Grass
17334,678905,4763245,3,Class_4,Grass
17335,678915,4763245,3,Class_4,Grass
17336,678925,4763245,0,Class_1,Parking/road/pavement
17337,678935,4763245,0,Class_1,Parking/road/pavement
17338,678945,4763245,1,Class_2,Building
17339,678955,4763245,2,Class_3,Tree/bushes
17340,678965,4763245,1,Class_2,Building
17341,678975,4763245,1,Class_2,Building
17342,678985,4763245,1,Class_2,Building
17343,678995,4763245,0,Class_1,Parking/road/pavement
17344,679005,4763245,0,Class_1,Parking/road/pavement
17345,679015,4763245,2,Class_3,Tree/bushes
17346,679025,4763245,3,Class_4,Grass
17347,679035,4763245,3,Class_4,Grass
17348,679045,4763245,2,Class_3,Tree/bushes
17349,679055,4763245,0,Class_1,Parking/road/pavement
17350,679065,4763245,0,Class_1,Parking/road/pavement
17351,679075,4763245,2,Class_3,Tree/bushes
17352,679085,4763245,3,Class_4,Grass
17353,679095,4763245,3,Class_4,Grass
17354,679105,4763245,2,Class_3,Tree/bushes
17355,679115,4763245,2,Class_3,Tree/bushes
17356,679125,4763245,2,Class_3,Tree/bushes
17357,679135,4763245,2,Class_3,Tree/bushes
17358,679145,4763245,2,Class_3,Tree/bushes
17359,679155,4763245,1,Class_2,Building
17360,679165,4763245,1,Class_2,Building
17361,679175,4763245,0,Class_1,Parking/road/pavement
17362,679185,4763245,0,Class_1,Parking/road/pavement
17363,679195,4763245,2,Class_3,Tree/bushes
17364,679205,4763245,0,Class_1,Parking/road/pavement
17365,679215,4763245,0,Class_1,Parking/road/pavement
17366,679225,4763245,2,Class_3,Tree/bushes
17367,679235,4763245,0,Class_1,Parking/road/pavement
17368,679245,4763245,0,Class_1,Parking/road/pavement
17369,679255,4763245,0,Class_1,Parking/road/pavement
17370,679265,4763245,1,Class_2,Building
17371,679275,4763245,1,Class_2,Building
17372,679285,4763245,0,Class_1,Parking/road/pavement
17373,679295,4763245,0,Class_1,Parking/road/pavement
17374,679305,4763245,0,Class_1,Parking/road/pavement
17375,679315,4763245,0,Class_1,Parking/road/pavement
17376,679325,4763245,3,Class_4,Grass
17377,679335,4763245,2,Class_3,Tree/bushes
17378,679345,4763245,2,Class_3,Tree/bushes
17379,679355,4763245,2,Class_3,Tree/bushes
17380,679365,4763245,2,Class_3,Tree/bushes
17381,679375,4763245,2,Class_3,Tree/bushes
17382,679385,4763245,3,Class_4,Grass
17383,679395,4763245,3,Class_4,Grass
17384,679405,4763245,3,Class_4,Grass
17385,679415,4763245,1,Class_2,Building
17386,679425,4763245,1,Class_2,Building
17387,679435,4763245,0,Class_1,Parking/road/pavement
17388,679445,4763245,1,Class_2,Building
17389,679455,4763245,2,Class_3,Tree/bushes
17390,679465,4763245,2,Class_3,Tree/bushes
17391,679475,4763245,2,Class_3,Tree/bushes
17392,679485,4763245,2,Class_3,Tree/bushes
17393,679495,4763245,2,Class_3,Tree/bushes
17394,679505,4763245,3,Class_4,Grass
17395,679515,4763245,3,Class_4,Grass
17396,679525,4763245,3,Class_4,Grass
17397,679535,4763245,3,Class_4,Grass
17398,679545,4763245,3,Class_4,Grass
17399,679555,4763245,3,Class_4,Grass
17400,679565,4763245,0,Class_1,Parking/road/pavement
17401,679575,4763245,0,Class_1,Parking/road/pavement
17402,679585,4763245,0,Class_1,Parking/road/pavement
17403,679595,4763245,0,Class_1,Parking/road/pavement
17404,679605,4763245,1,Class_2,Building
17405,679615,4763245,1,Class_2,Building
17406,679625,4763245,2,Class_3,Tree/bushes
17407,679635,4763245,2,Class_3,Tree/bushes
17408,679645,4763245,3,Class_4,Grass
17409,679655,4763245,3,Class_4,Grass
17410,679665,4763245,3,Class_4,Grass
17411,679675,4763245,3,Class_4,Grass
17412,679685,4763245,3,Class_4,Grass
17413,679695,4763245,3,Class_4,Grass
17414,679705,4763245,3,Class_4,Grass
17415,679715,4763245,3,Class_4,Grass
17416,679725,4763245,3,Class_4,Grass
17417,679735,4763245,3,Class_4,Grass
17418,679745,4763245,3,Class_4,Grass
17419,679755,4763245,3,Class_4,Grass
17420,679765,4763245,3,Class_4,Grass
17421,679775,4763245,3,Class_4,Grass
17422,679785,4763245,3,Class_4,Grass
17423,679795,4763245,0,Class_1,Parking/road/pavement
17424,679805,4763245,1,Class_2,Building
17425,679815,4763245,1,Class_2,Building
17426,679825,4763245,0,Class_1,Parking/road/pavement
17427,679835,4763245,1,Class_2,Building
17428,679845,4763245,3,Class_4,Grass
17429,679855,4763245,3,Class_4,Grass
17430,679865,4763245,3,Class_4,Grass
17431,677775,4763235,1,Class_2,Building
17432,677785,4763235,1,Class_2,Building
17433,677795,4763235,1,Class_2,Building
17434,677805,4763235,1,Class_2,Building
17435,677815,4763235,1,Class_2,Building
17436,677825,4763235,1,Class_2,Building
17437,677835,4763235,1,Class_2,Building
17438,677845,4763235,1,Class_2,Building
17439,677855,4763235,1,Class_2,Building
17440,677865,4763235,1,Class_2,Building
17441,677875,4763235,1,Class_2,Building
17442,677885,4763235,1,Class_2,Building
17443,677895,4763235,1,Class_2,Building
17444,677905,4763235,1,Class_2,Building
17445,677915,4763235,1,Class_2,Building
17446,677925,4763235,1,Class_2,Building
17447,677935,4763235,1,Class_2,Building
17448,677945,4763235,1,Class_2,Building
17449,677955,4763235,1,Class_2,Building
17450,677965,4763235,1,Class_2,Building
17451,677975,4763235,1,Class_2,Building
17452,677985,4763235,1,Class_2,Building
17453,677995,4763235,3,Class_4,Grass
17454,678005,4763235,3,Class_4,Grass
17455,678015,4763235,3,Class_4,Grass
17456,678025,4763235,3,Class_4,Grass
17457,678035,4763235,3,Class_4,Grass
17458,678045,4763235,2,Class_3,Tree/bushes
17459,678055,4763235,1,Class_2,Building
17460,678065,4763235,1,Class_2,Building
17461,678075,4763235,1,Class_2,Building
17462,678085,4763235,1,Class_2,Building
17463,678095,4763235,3,Class_4,Grass
17464,678105,4763235,2,Class_3,Tree/bushes
17465,678115,4763235,2,Class_3,Tree/bushes
17466,678125,4763235,2,Class_3,Tree/bushes
17467,678135,4763235,2,Class_3,Tree/bushes
17468,678145,4763235,2,Class_3,Tree/bushes
17469,678155,4763235,2,Class_3,Tree/bushes
17470,678165,4763235,3,Class_4,Grass
17471,678175,4763235,3,Class_4,Grass
17472,678185,4763235,3,Class_4,Grass
17473,678195,4763235,3,Class_4,Grass
17474,678205,4763235,3,Class_4,Grass
17475,678215,4763235,3,Class_4,Grass
17476,678225,4763235,3,Class_4,Grass
17477,678235,4763235,3,Class_4,Grass
17478,678245,4763235,3,Class_4,Grass
17479,678255,4763235,0,Class_1,Parking/road/pavement
17480,678265,4763235,1,Class_2,Building
17481,678275,4763235,1,Class_2,Building
17482,678285,4763235,2,Class_3,Tree/bushes
17483,678295,4763235,0,Class_1,Parking/road/pavement
17484,678305,4763235,0,Class_1,Parking/road/pavement
17485,678315,4763235,0,Class_1,Parking/road/pavement
17486,678325,4763235,0,Class_1,Parking/road/pavement
17487,678335,4763235,0,Class_1,Parking/road/pavement
17488,678345,4763235,0,Class_1,Parking/road/pavement
17489,678355,4763235,3,Class_4,Grass
17490,678365,4763235,3,Class_4,Grass
17491,678375,4763235,3,Class_4,Grass
17492,678385,4763235,3,Class_4,Grass
17493,678395,4763235,3,Class_4,Grass
17494,678405,4763235,3,Class_4,Grass
17495,678415,4763235,3,Class_4,Grass
17496,678425,4763235,3,Class_4,Grass
17497,678435,4763235,3,Class_4,Grass
17498,678445,4763235,3,Class_4,Grass
17499,678455,4763235,3,Class_4,Grass
17500,678465,4763235,3,Class_4,Grass
17501,678475,4763235,3,Class_4,Grass
17502,678485,4763235,2,Class_3,Tree/bushes
17503,678495,4763235,2,Class_3,Tree/bushes
17504,678505,4763235,2,Class_3,Tree/bushes
17505,678515,4763235,2,Class_3,Tree/bushes
17506,678525,4763235,2,Class_3,Tree/bushes
17507,678535,4763235,2,Class_3,Tree/bushes
17508,678545,4763235,2,Class_3,Tree/bushes
17509,678555,4763235,2,Class_3,Tree/bushes
17510,678565,4763235,2,Class_3,Tree/bushes
17511,678575,4763235,2,Class_3,Tree/bushes
17512,678585,4763235,2,Class_3,Tree/bushes
17513,678595,4763235,2,Class_3,Tree/bushes
17514,678605,4763235,2,Class_3,Tree/bushes
17515,678615,4763235,2,Class_3,Tree/bushes
17516,678625,4763235,2,Class_3,Tree/bushes
17517,678635,4763235,2,Class_3,Tree/bushes
17518,678645,4763235,2,Class_3,Tree/bushes
17519,678655,4763235,2,Class_3,Tree/bushes
17520,678665,4763235,2,Class_3,Tree/bushes
17521,678675,4763235,2,Class_3,Tree/bushes
17522,678685,4763235,2,Class_3,Tree/bushes
17523,678695,4763235,2,Class_3,Tree/bushes
17524,678705,4763235,2,Class_3,Tree/bushes
17525,678715,4763235,2,Class_3,Tree/bushes
17526,678725,4763235,2,Class_3,Tree/bushes
17527,678735,4763235,2,Class_3,Tree/bushes
17528,678745,4763235,2,Class_3,Tree/bushes
17529,678755,4763235,2,Class_3,Tree/bushes
17530,678765,4763235,2,Class_3,Tree/bushes
17531,678775,4763235,2,Class_3,Tree/bushes
17532,678785,4763235,2,Class_3,Tree/bushes
17533,678795,4763235,2,Class_3,Tree/bushes
17534,678805,4763235,2,Class_3,Tree/bushes
17535,678815,4763235,2,Class_3,Tree/bushes
17536,678825,4763235,2,Class_3,Tree/bushes
17537,678835,4763235,2,Class_3,Tree/bushes
17538,678845,4763235,3,Class_4,Grass
17539,678855,4763235,3,Class_4,Grass
17540,678865,4763235,3,Class_4,Grass
17541,678875,4763235,3,Class_4,Grass
17542,678885,4763235,3,Class_4,Grass
17543,678895,4763235,3,Class_4,Grass
17544,678905,4763235,2,Class_3,Tree/bushes
17545,678915,4763235,1,Class_2,Building
17546,678925,4763235,1,Class_2,Building
17547,678935,4763235,0,Class_1,Parking/road/pavement
17548,678945,4763235,2,Class_3,Tree/bushes
17549,678955,4763235,2,Class_3,Tree/bushes
17550,678965,4763235,1,Class_2,Building
17551,678975,4763235,1,Class_2,Building
17552,678985,4763235,1,Class_2,Building
17553,678995,4763235,0,Class_1,Parking/road/pavement
17554,679005,4763235,1,Class_2,Building
17555,679015,4763235,2,Class_3,Tree/bushes
17556,679025,4763235,2,Class_3,Tree/bushes
17557,679035,4763235,2,Class_3,Tree/bushes
17558,679045,4763235,1,Class_2,Building
17559,679055,4763235,0,Class_1,Parking/road/pavement
17560,679065,4763235,1,Class_2,Building
17561,679075,4763235,2,Class_3,Tree/bushes
17562,679085,4763235,3,Class_4,Grass
17563,679095,4763235,3,Class_4,Grass
17564,679105,4763235,3,Class_4,Grass
17565,679115,4763235,2,Class_3,Tree/bushes
17566,679125,4763235,2,Class_3,Tree/bushes
17567,679135,4763235,1,Class_2,Building
17568,679145,4763235,1,Class_2,Building
17569,679155,4763235,1,Class_2,Building
17570,679165,4763235,1,Class_2,Building
17571,679175,4763235,1,Class_2,Building
17572,679185,4763235,0,Class_1,Parking/road/pavement
17573,679195,4763235,2,Class_3,Tree/bushes
17574,679205,4763235,0,Class_1,Parking/road/pavement
17575,679215,4763235,0,Class_1,Parking/road/pavement
17576,679225,4763235,2,Class_3,Tree/bushes
17577,679235,4763235,0,Class_1,Parking/road/pavement
17578,679245,4763235,0,Class_1,Parking/road/pavement
17579,679255,4763235,0,Class_1,Parking/road/pavement
17580,679265,4763235,0,Class_1,Parking/road/pavement
17581,679275,4763235,1,Class_2,Building
17582,679285,4763235,0,Class_1,Parking/road/pavement
17583,679295,4763235,0,Class_1,Parking/road/pavement
17584,679305,4763235,1,Class_2,Building
17585,679315,4763235,1,Class_2,Building
17586,679325,4763235,0,Class_1,Parking/road/pavement
17587,679335,4763235,1,Class_2,Building
17588,679345,4763235,1,Class_2,Building
17589,679355,4763235,1,Class_2,Building
17590,679365,4763235,0,Class_1,Parking/road/pavement
17591,679375,4763235,0,Class_1,Parking/road/pavement
17592,679385,4763235,0,Class_1,Parking/road/pavement
17593,679395,4763235,3,Class_4,Grass
17594,679405,4763235,3,Class_4,Grass
17595,679415,4763235,1,Class_2,Building
17596,679425,4763235,0,Class_1,Parking/road/pavement
17597,679435,4763235,0,Class_1,Parking/road/pavement
17598,679445,4763235,1,Class_2,Building
17599,679455,4763235,2,Class_3,Tree/bushes
17600,679465,4763235,2,Class_3,Tree/bushes
17601,679475,4763235,2,Class_3,Tree/bushes
17602,679485,4763235,2,Class_3,Tree/bushes
17603,679495,4763235,2,Class_3,Tree/bushes
17604,679505,4763235,3,Class_4,Grass
17605,679515,4763235,3,Class_4,Grass
17606,679525,4763235,3,Class_4,Grass
17607,679535,4763235,3,Class_4,Grass
17608,679545,4763235,3,Class_4,Grass
17609,679555,4763235,3,Class_4,Grass
17610,679565,4763235,0,Class_1,Parking/road/pavement
17611,679575,4763235,3,Class_4,Grass
17612,679585,4763235,3,Class_4,Grass
17613,679595,4763235,3,Class_4,Grass
17614,679605,4763235,0,Class_1,Parking/road/pavement
17615,679615,4763235,1,Class_2,Building
17616,679625,4763235,3,Class_4,Grass
17617,679635,4763235,3,Class_4,Grass
17618,679645,4763235,3,Class_4,Grass
17619,679655,4763235,3,Class_4,Grass
17620,679665,4763235,3,Class_4,Grass
17621,679675,4763235,3,Class_4,Grass
17622,679685,4763235,3,Class_4,Grass
17623,679695,4763235,3,Class_4,Grass
17624,679705,4763235,3,Class_4,Grass
17625,679715,4763235,3,Class_4,Grass
17626,679725,4763235,3,Class_4,Grass
17627,679735,4763235,3,Class_4,Grass
17628,679745,4763235,3,Class_4,Grass
17629,679755,4763235,3,Class_4,Grass
17630,679765,4763235,3,Class_4,Grass
17631,679775,4763235,3,Class_4,Grass
17632,679785,4763235,3,Class_4,Grass
17633,679795,4763235,0,Class_1,Parking/road/pavement
17634,679805,4763235,1,Class_2,Building
17635,679815,4763235,1,Class_2,Building
17636,679825,4763235,0,Class_1,Parking/road/pavement
17637,679835,4763235,1,Class_2,Building
17638,679845,4763235,3,Class_4,Grass
17639,679855,4763235,3,Class_4,Grass
17640,679865,4763235,3,Class_4,Grass
17641,677775,4763225,1,Class_2,Building
17642,677785,4763225,1,Class_2,Building
17643,677795,4763225,1,Class_2,Building
17644,677805,4763225,1,Class_2,Building
17645,677815,4763225,1,Class_2,Building
17646,677825,4763225,1,Class_2,Building
17647,677835,4763225,1,Class_2,Building
17648,677845,4763225,1,Class_2,Building
17649,677855,4763225,1,Class_2,Building
17650,677865,4763225,1,Class_2,Building
17651,677875,4763225,1,Class_2,Building
17652,677885,4763225,1,Class_2,Building
17653,677895,4763225,1,Class_2,Building
17654,677905,4763225,1,Class_2,Building
17655,677915,4763225,1,Class_2,Building
17656,677925,4763225,1,Class_2,Building
17657,677935,4763225,1,Class_2,Building
17658,677945,4763225,1,Class_2,Building
17659,677955,4763225,1,Class_2,Building
17660,677965,4763225,1,Class_2,Building
17661,677975,4763225,1,Class_2,Building
17662,677985,4763225,1,Class_2,Building
17663,677995,4763225,3,Class_4,Grass
17664,678005,4763225,3,Class_4,Grass
17665,678015,4763225,3,Class_4,Grass
17666,678025,4763225,3,Class_4,Grass
17667,678035,4763225,3,Class_4,Grass
17668,678045,4763225,1,Class_2,Building
17669,678055,4763225,2,Class_3,Tree/bushes
17670,678065,4763225,1,Class_2,Building
17671,678075,4763225,1,Class_2,Building
17672,678085,4763225,1,Class_2,Building
17673,678095,4763225,2,Class_3,Tree/bushes
17674,678105,4763225,2,Class_3,Tree/bushes
17675,678115,4763225,1,Class_2,Building
17676,678125,4763225,1,Class_2,Building
17677,678135,4763225,4,Class_5,Water
17678,678145,4763225,3,Class_4,Grass
17679,678155,4763225,2,Class_3,Tree/bushes
17680,678165,4763225,3,Class_4,Grass
17681,678175,4763225,0,Class_1,Parking/road/pavement
17682,678185,4763225,3,Class_4,Grass
17683,678195,4763225,3,Class_4,Grass
17684,678205,4763225,3,Class_4,Grass
17685,678215,4763225,3,Class_4,Grass
17686,678225,4763225,3,Class_4,Grass
17687,678235,4763225,3,Class_4,Grass
17688,678245,4763225,3,Class_4,Grass
17689,678255,4763225,3,Class_4,Grass
17690,678265,4763225,0,Class_1,Parking/road/pavement
17691,678275,4763225,0,Class_1,Parking/road/pavement
17692,678285,4763225,0,Class_1,Parking/road/pavement
17693,678295,4763225,0,Class_1,Parking/road/pavement
17694,678305,4763225,0,Class_1,Parking/road/pavement
17695,678315,4763225,0,Class_1,Parking/road/pavement
17696,678325,4763225,0,Class_1,Parking/road/pavement
17697,678335,4763225,0,Class_1,Parking/road/pavement
17698,678345,4763225,0,Class_1,Parking/road/pavement
17699,678355,4763225,0,Class_1,Parking/road/pavement
17700,678365,4763225,3,Class_4,Grass
17701,678375,4763225,3,Class_4,Grass
17702,678385,4763225,3,Class_4,Grass
17703,678395,4763225,3,Class_4,Grass
17704,678405,4763225,3,Class_4,Grass
17705,678415,4763225,3,Class_4,Grass
17706,678425,4763225,3,Class_4,Grass
17707,678435,4763225,3,Class_4,Grass
17708,678445,4763225,3,Class_4,Grass
17709,678455,4763225,3,Class_4,Grass
17710,678465,4763225,3,Class_4,Grass
17711,678475,4763225,3,Class_4,Grass
17712,678485,4763225,3,Class_4,Grass
17713,678495,4763225,3,Class_4,Grass
17714,678505,4763225,2,Class_3,Tree/bushes
17715,678515,4763225,2,Class_3,Tree/bushes
17716,678525,4763225,2,Class_3,Tree/bushes
17717,678535,4763225,2,Class_3,Tree/bushes
17718,678545,4763225,2,Class_3,Tree/bushes
17719,678555,4763225,2,Class_3,Tree/bushes
17720,678565,4763225,2,Class_3,Tree/bushes
17721,678575,4763225,2,Class_3,Tree/bushes
17722,678585,4763225,2,Class_3,Tree/bushes
17723,678595,4763225,2,Class_3,Tree/bushes
17724,678605,4763225,2,Class_3,Tree/bushes
17725,678615,4763225,2,Class_3,Tree/bushes
17726,678625,4763225,2,Class_3,Tree/bushes
17727,678635,4763225,2,Class_3,Tree/bushes
17728,678645,4763225,2,Class_3,Tree/bushes
17729,678655,4763225,2,Class_3,Tree/bushes
17730,678665,4763225,2,Class_3,Tree/bushes
17731,678675,4763225,2,Class_3,Tree/bushes
17732,678685,4763225,2,Class_3,Tree/bushes
17733,678695,4763225,2,Class_3,Tree/bushes
17734,678705,4763225,2,Class_3,Tree/bushes
17735,678715,4763225,2,Class_3,Tree/bushes
17736,678725,4763225,2,Class_3,Tree/bushes
17737,678735,4763225,2,Class_3,Tree/bushes
17738,678745,4763225,2,Class_3,Tree/bushes
17739,678755,4763225,2,Class_3,Tree/bushes
17740,678765,4763225,2,Class_3,Tree/bushes
17741,678775,4763225,2,Class_3,Tree/bushes
17742,678785,4763225,2,Class_3,Tree/bushes
17743,678795,4763225,2,Class_3,Tree/bushes
17744,678805,4763225,2,Class_3,Tree/bushes
17745,678815,4763225,2,Class_3,Tree/bushes
17746,678825,4763225,2,Class_3,Tree/bushes
17747,678835,4763225,2,Class_3,Tree/bushes
17748,678845,4763225,3,Class_4,Grass
17749,678855,4763225,3,Class_4,Grass
17750,678865,4763225,3,Class_4,Grass
17751,678875,4763225,3,Class_4,Grass
17752,678885,4763225,3,Class_4,Grass
17753,678895,4763225,3,Class_4,Grass
17754,678905,4763225,2,Class_3,Tree/bushes
17755,678915,4763225,1,Class_2,Building
17756,678925,4763225,0,Class_1,Parking/road/pavement
17757,678935,4763225,0,Class_1,Parking/road/pavement
17758,678945,4763225,2,Class_3,Tree/bushes
17759,678955,4763225,1,Class_2,Building
17760,678965,4763225,1,Class_2,Building
17761,678975,4763225,1,Class_2,Building
17762,678985,4763225,1,Class_2,Building
17763,678995,4763225,3,Class_4,Grass
17764,679005,4763225,2,Class_3,Tree/bushes
17765,679015,4763225,3,Class_4,Grass
17766,679025,4763225,2,Class_3,Tree/bushes
17767,679035,4763225,2,Class_3,Tree/bushes
17768,679045,4763225,0,Class_1,Parking/road/pavement
17769,679055,4763225,0,Class_1,Parking/road/pavement
17770,679065,4763225,1,Class_2,Building
17771,679075,4763225,2,Class_3,Tree/bushes
17772,679085,4763225,3,Class_4,Grass
17773,679095,4763225,3,Class_4,Grass
17774,679105,4763225,2,Class_3,Tree/bushes
17775,679115,4763225,2,Class_3,Tree/bushes
17776,679125,4763225,3,Class_4,Grass
17777,679135,4763225,3,Class_4,Grass
17778,679145,4763225,1,Class_2,Building
17779,679155,4763225,0,Class_1,Parking/road/pavement
17780,679165,4763225,1,Class_2,Building
17781,679175,4763225,1,Class_2,Building
17782,679185,4763225,0,Class_1,Parking/road/pavement
17783,679195,4763225,2,Class_3,Tree/bushes
17784,679205,4763225,0,Class_1,Parking/road/pavement
17785,679215,4763225,0,Class_1,Parking/road/pavement
17786,679225,4763225,2,Class_3,Tree/bushes
17787,679235,4763225,2,Class_3,Tree/bushes
17788,679245,4763225,0,Class_1,Parking/road/pavement
17789,679255,4763225,0,Class_1,Parking/road/pavement
17790,679265,4763225,1,Class_2,Building
17791,679275,4763225,1,Class_2,Building
17792,679285,4763225,0,Class_1,Parking/road/pavement
17793,679295,4763225,0,Class_1,Parking/road/pavement
17794,679305,4763225,1,Class_2,Building
17795,679315,4763225,1,Class_2,Building
17796,679325,4763225,0,Class_1,Parking/road/pavement
17797,679335,4763225,0,Class_1,Parking/road/pavement
17798,679345,4763225,0,Class_1,Parking/road/pavement
17799,679355,4763225,0,Class_1,Parking/road/pavement
17800,679365,4763225,0,Class_1,Parking/road/pavement
17801,679375,4763225,0,Class_1,Parking/road/pavement
17802,679385,4763225,0,Class_1,Parking/road/pavement
17803,679395,4763225,3,Class_4,Grass
17804,679405,4763225,3,Class_4,Grass
17805,679415,4763225,1,Class_2,Building
17806,679425,4763225,1,Class_2,Building
17807,679435,4763225,1,Class_2,Building
17808,679445,4763225,1,Class_2,Building
17809,679455,4763225,2,Class_3,Tree/bushes
17810,679465,4763225,2,Class_3,Tree/bushes
17811,679475,4763225,2,Class_3,Tree/bushes
17812,679485,4763225,2,Class_3,Tree/bushes
17813,679495,4763225,2,Class_3,Tree/bushes
17814,679505,4763225,3,Class_4,Grass
17815,679515,4763225,3,Class_4,Grass
17816,679525,4763225,3,Class_4,Grass
17817,679535,4763225,3,Class_4,Grass
17818,679545,4763225,3,Class_4,Grass
17819,679555,4763225,3,Class_4,Grass
17820,679565,4763225,0,Class_1,Parking/road/pavement
17821,679575,4763225,1,Class_2,Building
17822,679585,4763225,3,Class_4,Grass
17823,679595,4763225,3,Class_4,Grass
17824,679605,4763225,0,Class_1,Parking/road/pavement
17825,679615,4763225,3,Class_4,Grass
17826,679625,4763225,3,Class_4,Grass
17827,679635,4763225,3,Class_4,Grass
17828,679645,4763225,3,Class_4,Grass
17829,679655,4763225,3,Class_4,Grass
17830,679665,4763225,3,Class_4,Grass
17831,679675,4763225,3,Class_4,Grass
17832,679685,4763225,3,Class_4,Grass
17833,679695,4763225,3,Class_4,Grass
17834,679705,4763225,3,Class_4,Grass
17835,679715,4763225,3,Class_4,Grass
17836,679725,4763225,3,Class_4,Grass
17837,679735,4763225,3,Class_4,Grass
