ID,x,y,Class_ID,Class,Description
1,677775,4764065,1,Class_2,Building
2,677785,4764065,1,Class_2,Building
3,677795,4764065,0,Class_1,Parking/road/pavement
4,677805,4764065,1,Class_2,Building
5,677815,4764065,0,Class_1,Parking/road/pavement
6,677825,4764065,1,Class_2,Building
7,677835,4764065,1,Class_2,Building
8,677845,4764065,2,Class_3,Tree/bushes
9,677855,4764065,0,Class_1,Parking/road/pavement
10,677865,4764065,0,Class_1,Parking/road/pavement
11,677875,4764065,2,Class_3,Tree/bushes
12,677885,4764065,2,Class_3,Tree/bushes
13,677895,4764065,2,Class_3,Tree/bushes
14,677905,4764065,2,Class_3,Tree/bushes
15,677915,4764065,2,Class_3,Tree/bushes
16,677925,4764065,2,Class_3,Tree/bushes
17,677935,4764065,2,Class_3,Tree/bushes
18,677945,4764065,2,Class_3,Tree/bushes
19,677955,4764065,2,Class_3,Tree/bushes
20,677965,4764065,2,Class_3,Tree/bushes
21,677975,4764065,0,Class_1,Parking/road/pavement
22,677985,4764065,1,Class_2,Building
23,677995,4764065,1,Class_2,Building
24,678005,4764065,1,Class_2,Building
25,678015,4764065,0,Class_1,Parking/road/pavement
26,678025,4764065,1,Class_2,Building
27,678035,4764065,1,Class_2,Building
28,678045,4764065,1,Class_2,Building
29,678055,4764065,0,Class_1,Parking/road/pavement
30,678065,4764065,0,Class_1,Parking/road/pavement
31,678075,4764065,0,Class_1,Parking/road/pavement
32,678085,4764065,0,Class_1,Parking/road/pavement
33,678095,4764065,0,Class_1,Parking/road/pavement
34,678105,4764065,0,Class_1,Parking/road/pavement
35,678115,4764065,3,Class_4,Grass
36,678125,4764065,3,Class_4,Grass
37,678135,4764065,0,Class_1,Parking/road/pavement
38,678145,4764065,0,Class_1,Parking/road/pavement
39,678155,4764065,3,Class_4,Grass
40,678165,4764065,1,Class_2,Building
41,678175,4764065,2,Class_3,Tree/bushes
42,678185,4764065,1,Class_2,Building
43,678195,4764065,1,Class_2,Building
44,678205,4764065,3,Class_4,Grass
45,678215,4764065,1,Class_2,Building
46,678225,4764065,0,Class_1,Parking/road/pavement
47,678235,4764065,0,Class_1,Parking/road/pavement
48,678245,4764065,1,Class_2,Building
49,678255,4764065,0,Class_1,Parking/road/pavement
50,678265,4764065,0,Class_1,Parking/road/pavement
51,678275,4764065,3,Class_4,Grass
52,678285,4764065,1,Class_2,Building
53,678295,4764065,0,Class_1,Parking/road/pavement
54,678305,4764065,1,Class_2,Building
55,678315,4764065,3,Class_4,Grass
56,678325,4764065,3,Class_4,Grass
57,678335,4764065,3,Class_4,Grass
58,678345,4764065,1,Class_2,Building
59,678355,4764065,1,Class_2,Building
60,678365,4764065,1,Class_2,Building
61,678375,4764065,1,Class_2,Building
62,678385,4764065,1,Class_2,Building
63,678395,4764065,0,Class_1,Parking/road/pavement
64,678405,4764065,1,Class_2,Building
65,678415,4764065,1,Class_2,Building
66,678425,4764065,1,Class_2,Building
67,678435,4764065,0,Class_1,Parking/road/pavement
68,678445,4764065,3,Class_4,Grass
69,678455,4764065,3,Class_4,Grass
70,678465,4764065,2,Class_3,Tree/bushes
71,678475,4764065,1,Class_2,Building
72,678485,4764065,3,Class_4,Grass
73,678495,4764065,3,Class_4,Grass
74,678505,4764065,0,Class_1,Parking/road/pavement
75,678515,4764065,3,Class_4,Grass
76,678525,4764065,1,Class_2,Building
77,678535,4764065,1,Class_2,Building
78,678545,4764065,2,Class_3,Tree/bushes
79,678555,4764065,1,Class_2,Building
80,678565,4764065,2,Class_3,Tree/bushes
81,678575,4764065,2,Class_3,Tree/bushes
82,678585,4764065,3,Class_4,Grass
83,678595,4764065,1,Class_2,Building
84,678605,4764065,0,Class_1,Parking/road/pavement
85,678615,4764065,1,Class_2,Building
86,678625,4764065,1,Class_2,Building
87,678635,4764065,1,Class_2,Building
88,678645,4764065,2,Class_3,Tree/bushes
89,678655,4764065,2,Class_3,Tree/bushes
90,678665,4764065,1,Class_2,Building
91,678675,4764065,1,Class_2,Building
92,678685,4764065,2,Class_3,Tree/bushes
93,678695,4764065,1,Class_2,Building
94,678705,4764065,1,Class_2,Building
95,678715,4764065,1,Class_2,Building
96,678725,4764065,1,Class_2,Building
97,678735,4764065,2,Class_3,Tree/bushes
98,678745,4764065,2,Class_3,Tree/bushes
99,678755,4764065,3,Class_4,Grass
100,678765,4764065,3,Class_4,Grass
101,678775,4764065,3,Class_4,Grass
102,678785,4764065,1,Class_2,Building
103,678795,4764065,0,Class_1,Parking/road/pavement
104,678805,4764065,2,Class_3,Tree/bushes
105,678815,4764065,2,Class_3,Tree/bushes
106,678825,4764065,4,Class_5,Water
107,678835,4764065,2,Class_3,Tree/bushes
108,678845,4764065,2,Class_3,Tree/bushes
109,678855,4764065,4,Class_5,Water
110,678865,4764065,4,Class_5,Water
111,678875,4764065,4,Class_5,Water
112,678885,4764065,4,Class_5,Water
113,678895,4764065,4,Class_5,Water
114,678905,4764065,4,Class_5,Water
115,678915,4764065,4,Class_5,Water
116,678925,4764065,3,Class_4,Grass
117,678935,4764065,3,Class_4,Grass
118,678945,4764065,3,Class_4,Grass
119,678955,4764065,3,Class_4,Grass
120,678965,4764065,3,Class_4,Grass
121,678975,4764065,1,Class_2,Building
122,678985,4764065,1,Class_2,Building
123,678995,4764065,1,Class_2,Building
124,679005,4764065,0,Class_1,Parking/road/pavement
125,679015,4764065,1,Class_2,Building
126,679025,4764065,3,Class_4,Grass
127,679035,4764065,3,Class_4,Grass
128,679045,4764065,0,Class_1,Parking/road/pavement
129,679055,4764065,0,Class_1,Parking/road/pavement
130,679065,4764065,0,Class_1,Parking/road/pavement
131,679075,4764065,1,Class_2,Building
132,679085,4764065,1,Class_2,Building
133,679095,4764065,1,Class_2,Building
134,679105,4764065,1,Class_2,Building
135,679115,4764065,1,Class_2,Building
136,679125,4764065,3,Class_4,Grass
137,679135,4764065,1,Class_2,Building
138,679145,4764065,1,Class_2,Building
139,679155,4764065,1,Class_2,Building
140,679165,4764065,1,Class_2,Building
141,679175,4764065,2,Class_3,Tree/bushes
142,679185,4764065,3,Class_4,Grass
143,679195,4764065,3,Class_4,Grass
144,679205,4764065,3,Class_4,Grass
145,679215,4764065,3,Class_4,Grass
146,679225,4764065,3,Class_4,Grass
147,679235,4764065,3,Class_4,Grass
148,679245,4764065,3,Class_4,Grass
149,679255,4764065,3,Class_4,Grass
150,679265,4764065,3,Class_4,Grass
151,679275,4764065,3,Class_4,Grass
152,679285,4764065,2,Class_3,Tree/bushes
153,679295,4764065,0,Class_1,Parking/road/pavement
154,679305,4764065,0,Class_1,Parking/road/pavement
155,679315,4764065,2,Class_3,Tree/bushes
156,679325,4764065,2,Class_3,Tree/bushes
157,679335,4764065,2,Class_3,Tree/bushes
158,679345,4764065,0,Class_1,Parking/road/pavement
159,679355,4764065,0,Class_1,Parking/road/pavement
160,679365,4764065,3,Class_4,Grass
161,679375,4764065,1,Class_2,Building
162,679385,4764065,1,Class_2,Building
163,679395,4764065,1,Class_2,Building
164,679405,4764065,1,Class_2,Building
165,679415,4764065,3,Class_4,Grass
166,679425,4764065,3,Class_4,Grass
167,679435,4764065,3,Class_4,Grass
168,679445,4764065,3,Class_4,Grass
169,679455,4764065,3,Class_4,Grass
170,679465,4764065,1,Class_2,Building
171,679475,4764065,1,Class_2,Building
172,679485,4764065,3,Class_4,Grass
173,679495,4764065,1,Class_2,Building
174,679505,4764065,1,Class_2,Building
175,679515,4764065,1,Class_2,Building
176,679525,4764065,1,Class_2,Building
177,679535,4764065,1,Class_2,Building
178,679545,4764065,1,Class_2,Building
179,679555,4764065,3,Class_4,Grass
180,679565,4764065,3,Class_4,Grass
181,679575,4764065,3,Class_4,Grass
182,679585,4764065,3,Class_4,Grass
183,679595,4764065,3,Class_4,Grass
184,679605,4764065,3,Class_4,Grass
185,679615,4764065,3,Class_4,Grass
186,679625,4764065,3,Class_4,Grass
187,679635,4764065,3,Class_4,Grass
188,679645,4764065,3,Class_4,Grass
189,679655,4764065,3,Class_4,Grass
190,679665,4764065,3,Class_4,Grass
191,679675,4764065,3,Class_4,Grass
192,679685,4764065,3,Class_4,Grass
193,679695,4764065,3,Class_4,Grass
194,679705,4764065,3,Class_4,Grass
195,679715,4764065,3,Class_4,Grass
196,679725,4764065,3,Class_4,Grass
197,679735,4764065,3,Class_4,Grass
198,679745,4764065,3,Class_4,Grass
199,679755,4764065,1,Class_2,Building
200,679765,4764065,1,Class_2,Building
201,679775,4764065,3,Class_4,Grass
202,679785,4764065,3,Class_4,Grass
203,679795,4764065,3,Class_4,Grass
204,679805,4764065,3,Class_4,Grass
205,679815,4764065,2,Class_3,Tree/bushes
206,679825,4764065,2,Class_3,Tree/bushes
207,679835,4764065,2,Class_3,Tree/bushes
208,679845,4764065,2,Class_3,Tree/bushes
209,679855,4764065,2,Class_3,Tree/bushes
210,679865,4764065,2,Class_3,Tree/bushes
211,677775,4764055,1,Class_2,Building
212,677785,4764055,0,Class_1,Parking/road/pavement
213,677795,4764055,1,Class_2,Building
214,677805,4764055,0,Class_1,Parking/road/pavement
215,677815,4764055,0,Class_1,Parking/road/pavement
216,677825,4764055,1,Class_2,Building
217,677835,4764055,1,Class_2,Building
218,677845,4764055,0,Class_1,Parking/road/pavement
219,677855,4764055,0,Class_1,Parking/road/pavement
220,677865,4764055,1,Class_2,Building
221,677875,4764055,0,Class_1,Parking/road/pavement
222,677885,4764055,2,Class_3,Tree/bushes
223,677895,4764055,1,Class_2,Building
224,677905,4764055,2,Class_3,Tree/bushes
225,677915,4764055,2,Class_3,Tree/bushes
226,677925,4764055,2,Class_3,Tree/bushes
227,677935,4764055,2,Class_3,Tree/bushes
228,677945,4764055,1,Class_2,Building
229,677955,4764055,1,Class_2,Building
230,677965,4764055,1,Class_2,Building
231,677975,4764055,1,Class_2,Building
232,677985,4764055,1,Class_2,Building
233,677995,4764055,1,Class_2,Building
234,678005,4764055,1,Class_2,Building
235,678015,4764055,2,Class_3,Tree/bushes
236,678025,4764055,3,Class_4,Grass
237,678035,4764055,3,Class_4,Grass
238,678045,4764055,2,Class_3,Tree/bushes
239,678055,4764055,0,Class_1,Parking/road/pavement
240,678065,4764055,0,Class_1,Parking/road/pavement
241,678075,4764055,0,Class_1,Parking/road/pavement
242,678085,4764055,0,Class_1,Parking/road/pavement
243,678095,4764055,0,Class_1,Parking/road/pavement
244,678105,4764055,0,Class_1,Parking/road/pavement
245,678115,4764055,0,Class_1,Parking/road/pavement
246,678125,4764055,0,Class_1,Parking/road/pavement
247,678135,4764055,1,Class_2,Building
248,678145,4764055,1,Class_2,Building
249,678155,4764055,1,Class_2,Building
250,678165,4764055,1,Class_2,Building
251,678175,4764055,1,Class_2,Building
252,678185,4764055,1,Class_2,Building
253,678195,4764055,3,Class_4,Grass
254,678205,4764055,1,Class_2,Building
255,678215,4764055,1,Class_2,Building
256,678225,4764055,2,Class_3,Tree/bushes
257,678235,4764055,2,Class_3,Tree/bushes
258,678245,4764055,3,Class_4,Grass
259,678255,4764055,1,Class_2,Building
260,678265,4764055,1,Class_2,Building
261,678275,4764055,2,Class_3,Tree/bushes
262,678285,4764055,3,Class_4,Grass
263,678295,4764055,1,Class_2,Building
264,678305,4764055,1,Class_2,Building
265,678315,4764055,0,Class_1,Parking/road/pavement
266,678325,4764055,3,Class_4,Grass
267,678335,4764055,1,Class_2,Building
268,678345,4764055,0,Class_1,Parking/road/pavement
269,678355,4764055,0,Class_1,Parking/road/pavement
270,678365,4764055,0,Class_1,Parking/road/pavement
271,678375,4764055,0,Class_1,Parking/road/pavement
272,678385,4764055,3,Class_4,Grass
273,678395,4764055,3,Class_4,Grass
274,678405,4764055,1,Class_2,Building
275,678415,4764055,1,Class_2,Building
276,678425,4764055,1,Class_2,Building
277,678435,4764055,3,Class_4,Grass
278,678445,4764055,3,Class_4,Grass
279,678455,4764055,3,Class_4,Grass
280,678465,4764055,3,Class_4,Grass
281,678475,4764055,1,Class_2,Building
282,678485,4764055,3,Class_4,Grass
283,678495,4764055,3,Class_4,Grass
284,678505,4764055,0,Class_1,Parking/road/pavement
285,678515,4764055,1,Class_2,Building
286,678525,4764055,1,Class_2,Building
287,678535,4764055,0,Class_1,Parking/road/pavement
288,678545,4764055,1,Class_2,Building
289,678555,4764055,2,Class_3,Tree/bushes
290,678565,4764055,1,Class_2,Building
291,678575,4764055,1,Class_2,Building
292,678585,4764055,1,Class_2,Building
293,678595,4764055,1,Class_2,Building
294,678605,4764055,0,Class_1,Parking/road/pavement
295,678615,4764055,1,Class_2,Building
296,678625,4764055,1,Class_2,Building
297,678635,4764055,1,Class_2,Building
298,678645,4764055,2,Class_3,Tree/bushes
299,678655,4764055,2,Class_3,Tree/bushes
300,678665,4764055,0,Class_1,Parking/road/pavement
301,678675,4764055,1,Class_2,Building
302,678685,4764055,3,Class_4,Grass
303,678695,4764055,1,Class_2,Building
304,678705,4764055,3,Class_4,Grass
305,678715,4764055,3,Class_4,Grass
306,678725,4764055,1,Class_2,Building
307,678735,4764055,3,Class_4,Grass
308,678745,4764055,3,Class_4,Grass
309,678755,4764055,3,Class_4,Grass
310,678765,4764055,3,Class_4,Grass
311,678775,4764055,0,Class_1,Parking/road/pavement
312,678785,4764055,0,Class_1,Parking/road/pavement
313,678795,4764055,0,Class_1,Parking/road/pavement
314,678805,4764055,2,Class_3,Tree/bushes
315,678815,4764055,2,Class_3,Tree/bushes
316,678825,4764055,0,Class_1,Parking/road/pavement
317,678835,4764055,3,Class_4,Grass
318,678845,4764055,2,Class_3,Tree/bushes
319,678855,4764055,4,Class_5,Water
320,678865,4764055,4,Class_5,Water
321,678875,4764055,4,Class_5,Water
322,678885,4764055,4,Class_5,Water
323,678895,4764055,4,Class_5,Water
324,678905,4764055,4,Class_5,Water
325,678915,4764055,4,Class_5,Water
326,678925,4764055,3,Class_4,Grass
327,678935,4764055,3,Class_4,Grass
328,678945,4764055,3,Class_4,Grass
329,678955,4764055,3,Class_4,Grass
330,678965,4764055,3,Class_4,Grass
331,678975,4764055,1,Class_2,Building
332,678985,4764055,1,Class_2,Building
333,678995,4764055,0,Class_1,Parking/road/pavement
334,679005,4764055,0,Class_1,Parking/road/pavement
335,679015,4764055,2,Class_3,Tree/bushes
336,679025,4764055,2,Class_3,Tree/bushes
337,679035,4764055,0,Class_1,Parking/road/pavement
338,679045,4764055,2,Class_3,Tree/bushes
339,679055,4764055,0,Class_1,Parking/road/pavement
340,679065,4764055,0,Class_1,Parking/road/pavement
341,679075,4764055,2,Class_3,Tree/bushes
342,679085,4764055,3,Class_4,Grass
343,679095,4764055,3,Class_4,Grass
344,679105,4764055,3,Class_4,Grass
345,679115,4764055,3,Class_4,Grass
346,679125,4764055,3,Class_4,Grass
347,679135,4764055,3,Class_4,Grass
348,679145,4764055,3,Class_4,Grass
349,679155,4764055,3,Class_4,Grass
350,679165,4764055,3,Class_4,Grass
351,679175,4764055,3,Class_4,Grass
352,679185,4764055,3,Class_4,Grass
353,679195,4764055,3,Class_4,Grass
354,679205,4764055,3,Class_4,Grass
355,679215,4764055,3,Class_4,Grass
356,679225,4764055,3,Class_4,Grass
357,679235,4764055,3,Class_4,Grass
358,679245,4764055,3,Class_4,Grass
359,679255,4764055,3,Class_4,Grass
360,679265,4764055,3,Class_4,Grass
361,679275,4764055,3,Class_4,Grass
362,679285,4764055,3,Class_4,Grass
363,679295,4764055,3,Class_4,Grass
364,679305,4764055,0,Class_1,Parking/road/pavement
365,679315,4764055,0,Class_1,Parking/road/pavement
366,679325,4764055,0,Class_1,Parking/road/pavement
367,679335,4764055,1,Class_2,Building
368,679345,4764055,0,Class_1,Parking/road/pavement
369,679355,4764055,0,Class_1,Parking/road/pavement
370,679365,4764055,3,Class_4,Grass
371,679375,4764055,0,Class_1,Parking/road/pavement
372,679385,4764055,1,Class_2,Building
373,679395,4764055,1,Class_2,Building
374,679405,4764055,1,Class_2,Building
375,679415,4764055,3,Class_4,Grass
376,679425,4764055,3,Class_4,Grass
377,679435,4764055,3,Class_4,Grass
378,679445,4764055,3,Class_4,Grass
379,679455,4764055,3,Class_4,Grass
380,679465,4764055,1,Class_2,Building
381,679475,4764055,1,Class_2,Building
382,679485,4764055,0,Class_1,Parking/road/pavement
383,679495,4764055,1,Class_2,Building
384,679505,4764055,1,Class_2,Building
385,679515,4764055,1,Class_2,Building
386,679525,4764055,1,Class_2,Building
387,679535,4764055,1,Class_2,Building
388,679545,4764055,1,Class_2,Building
389,679555,4764055,3,Class_4,Grass
390,679565,4764055,3,Class_4,Grass
391,679575,4764055,3,Class_4,Grass
392,679585,4764055,3,Class_4,Grass
393,679595,4764055,3,Class_4,Grass
394,679605,4764055,3,Class_4,Grass
395,679615,4764055,3,Class_4,Grass
396,679625,4764055,3,Class_4,Grass
397,679635,4764055,3,Class_4,Grass
398,679645,4764055,3,Class_4,Grass
399,679655,4764055,3,Class_4,Grass
400,679665,4764055,3,Class_4,Grass
401,679675,4764055,3,Class_4,Grass
402,679685,4764055,3,Class_4,Grass
403,679695,4764055,3,Class_4,Grass
404,679705,4764055,3,Class_4,Grass
405,679715,4764055,3,Class_4,Grass
406,679725,4764055,3,Class_4,Grass
407,679735,4764055,3,Class_4,Grass
408,679745,4764055,3,Class_4,Grass
409,679755,4764055,3,Class_4,Grass
410,679765,4764055,1,Class_2,Building
411,679775,4764055,1,Class_2,Building
412,679785,4764055,1,Class_2,Building
413,679795,4764055,3,Class_4,Grass
414,679805,4764055,3,Class_4,Grass
415,679815,4764055,2,Class_3,Tree/bushes
416,679825,4764055,2,Class_3,Tree/bushes
417,679835,4764055,2,Class_3,Tree/bushes
418,679845,4764055,2,Class_3,Tree/bushes
419,679855,4764055,2,Class_3,Tree/bushes
420,679865,4764055,2,Class_3,Tree/bushes
421,677775,4764045,0,Class_1,Parking/road/pavement
422,677785,4764045,0,Class_1,Parking/road/pavement
423,677795,4764045,1,Class_2,Building
424,677805,4764045,0,Class_1,Parking/road/pavement
425,677815,4764045,0,Class_1,Parking/road/pavement
426,677825,4764045,0,Class_1,Parking/road/pavement
427,677835,4764045,0,Class_1,Parking/road/pavement
428,677845,4764045,0,Class_1,Parking/road/pavement
429,677855,4764045,0,Class_1,Parking/road/pavement
430,677865,4764045,0,Class_1,Parking/road/pavement
431,677875,4764045,0,Class_1,Parking/road/pavement
432,677885,4764045,1,Class_2,Building
433,677895,4764045,2,Class_3,Tree/bushes
434,677905,4764045,2,Class_3,Tree/bushes
435,677915,4764045,2,Class_3,Tree/bushes
436,677925,4764045,2,Class_3,Tree/bushes
437,677935,4764045,2,Class_3,Tree/bushes
438,677945,4764045,1,Class_2,Building
439,677955,4764045,0,Class_1,Parking/road/pavement
440,677965,4764045,1,Class_2,Building
441,677975,4764045,1,Class_2,Building
442,677985,4764045,0,Class_1,Parking/road/pavement
443,677995,4764045,1,Class_2,Building
444,678005,4764045,1,Class_2,Building
445,678015,4764045,3,Class_4,Grass
446,678025,4764045,3,Class_4,Grass
447,678035,4764045,3,Class_4,Grass
448,678045,4764045,2,Class_3,Tree/bushes
449,678055,4764045,0,Class_1,Parking/road/pavement
450,678065,4764045,1,Class_2,Building
451,678075,4764045,1,Class_2,Building
452,678085,4764045,1,Class_2,Building
453,678095,4764045,1,Class_2,Building
454,678105,4764045,1,Class_2,Building
455,678115,4764045,1,Class_2,Building
456,678125,4764045,1,Class_2,Building
457,678135,4764045,1,Class_2,Building
458,678145,4764045,1,Class_2,Building
459,678155,4764045,1,Class_2,Building
460,678165,4764045,1,Class_2,Building
461,678175,4764045,1,Class_2,Building
462,678185,4764045,1,Class_2,Building
463,678195,4764045,1,Class_2,Building
464,678205,4764045,1,Class_2,Building
465,678215,4764045,0,Class_1,Parking/road/pavement
466,678225,4764045,1,Class_2,Building
467,678235,4764045,1,Class_2,Building
468,678245,4764045,4,Class_5,Water
469,678255,4764045,1,Class_2,Building
470,678265,4764045,2,Class_3,Tree/bushes
471,678275,4764045,1,Class_2,Building
472,678285,4764045,3,Class_4,Grass
473,678295,4764045,0,Class_1,Parking/road/pavement
474,678305,4764045,1,Class_2,Building
475,678315,4764045,1,Class_2,Building
476,678325,4764045,1,Class_2,Building
477,678335,4764045,1,Class_2,Building
478,678345,4764045,1,Class_2,Building
479,678355,4764045,3,Class_4,Grass
480,678365,4764045,3,Class_4,Grass
481,678375,4764045,3,Class_4,Grass
482,678385,4764045,1,Class_2,Building
483,678395,4764045,3,Class_4,Grass
484,678405,4764045,1,Class_2,Building
485,678415,4764045,1,Class_2,Building
486,678425,4764045,3,Class_4,Grass
487,678435,4764045,0,Class_1,Parking/road/pavement
488,678445,4764045,3,Class_4,Grass
489,678455,4764045,3,Class_4,Grass
490,678465,4764045,3,Class_4,Grass
491,678475,4764045,0,Class_1,Parking/road/pavement
492,678485,4764045,1,Class_2,Building
493,678495,4764045,1,Class_2,Building
494,678505,4764045,0,Class_1,Parking/road/pavement
495,678515,4764045,3,Class_4,Grass
496,678525,4764045,3,Class_4,Grass
497,678535,4764045,0,Class_1,Parking/road/pavement
498,678545,4764045,1,Class_2,Building
499,678555,4764045,2,Class_3,Tree/bushes
500,678565,4764045,1,Class_2,Building
501,678575,4764045,1,Class_2,Building
502,678585,4764045,1,Class_2,Building
503,678595,4764045,0,Class_1,Parking/road/pavement
504,678605,4764045,0,Class_1,Parking/road/pavement
505,678615,4764045,3,Class_4,Grass
506,678625,4764045,1,Class_2,Building
507,678635,4764045,1,Class_2,Building
508,678645,4764045,2,Class_3,Tree/bushes
509,678655,4764045,2,Class_3,Tree/bushes
510,678665,4764045,1,Class_2,Building
511,678675,4764045,2,Class_3,Tree/bushes
512,678685,4764045,3,Class_4,Grass
513,678695,4764045,1,Class_2,Building
514,678705,4764045,1,Class_2,Building
515,678715,4764045,0,Class_1,Parking/road/pavement
516,678725,4764045,3,Class_4,Grass
517,678735,4764045,3,Class_4,Grass
518,678745,4764045,3,Class_4,Grass
519,678755,4764045,3,Class_4,Grass
520,678765,4764045,3,Class_4,Grass
521,678775,4764045,0,Class_1,Parking/road/pavement
522,678785,4764045,0,Class_1,Parking/road/pavement
523,678795,4764045,1,Class_2,Building
524,678805,4764045,2,Class_3,Tree/bushes
525,678815,4764045,2,Class_3,Tree/bushes
526,678825,4764045,0,Class_1,Parking/road/pavement
527,678835,4764045,3,Class_4,Grass
528,678845,4764045,2,Class_3,Tree/bushes
529,678855,4764045,4,Class_5,Water
530,678865,4764045,4,Class_5,Water
531,678875,4764045,4,Class_5,Water
532,678885,4764045,4,Class_5,Water
533,678895,4764045,4,Class_5,Water
534,678905,4764045,4,Class_5,Water
535,678915,4764045,2,Class_3,Tree/bushes
536,678925,4764045,3,Class_4,Grass
537,678935,4764045,3,Class_4,Grass
538,678945,4764045,3,Class_4,Grass
539,678955,4764045,3,Class_4,Grass
540,678965,4764045,3,Class_4,Grass
541,678975,4764045,3,Class_4,Grass
542,678985,4764045,1,Class_2,Building
543,678995,4764045,0,Class_1,Parking/road/pavement
544,679005,4764045,0,Class_1,Parking/road/pavement
545,679015,4764045,0,Class_1,Parking/road/pavement
546,679025,4764045,1,Class_2,Building
547,679035,4764045,1,Class_2,Building
548,679045,4764045,2,Class_3,Tree/bushes
549,679055,4764045,2,Class_3,Tree/bushes
550,679065,4764045,0,Class_1,Parking/road/pavement
551,679075,4764045,2,Class_3,Tree/bushes
552,679085,4764045,3,Class_4,Grass
553,679095,4764045,3,Class_4,Grass
554,679105,4764045,3,Class_4,Grass
555,679115,4764045,3,Class_4,Grass
556,679125,4764045,3,Class_4,Grass
557,679135,4764045,3,Class_4,Grass
558,679145,4764045,3,Class_4,Grass
559,679155,4764045,3,Class_4,Grass
560,679165,4764045,3,Class_4,Grass
561,679175,4764045,3,Class_4,Grass
562,679185,4764045,3,Class_4,Grass
563,679195,4764045,0,Class_1,Parking/road/pavement
564,679205,4764045,0,Class_1,Parking/road/pavement
565,679215,4764045,3,Class_4,Grass
566,679225,4764045,3,Class_4,Grass
567,679235,4764045,3,Class_4,Grass
568,679245,4764045,3,Class_4,Grass
569,679255,4764045,3,Class_4,Grass
570,679265,4764045,3,Class_4,Grass
571,679275,4764045,3,Class_4,Grass
572,679285,4764045,3,Class_4,Grass
573,679295,4764045,3,Class_4,Grass
574,679305,4764045,2,Class_3,Tree/bushes
575,679315,4764045,0,Class_1,Parking/road/pavement
576,679325,4764045,0,Class_1,Parking/road/pavement
577,679335,4764045,0,Class_1,Parking/road/pavement
578,679345,4764045,0,Class_1,Parking/road/pavement
579,679355,4764045,0,Class_1,Parking/road/pavement
580,679365,4764045,3,Class_4,Grass
581,679375,4764045,0,Class_1,Parking/road/pavement
582,679385,4764045,1,Class_2,Building
583,679395,4764045,1,Class_2,Building
584,679405,4764045,1,Class_2,Building
585,679415,4764045,3,Class_4,Grass
586,679425,4764045,3,Class_4,Grass
587,679435,4764045,3,Class_4,Grass
588,679445,4764045,3,Class_4,Grass
589,679455,4764045,3,Class_4,Grass
590,679465,4764045,1,Class_2,Building
591,679475,4764045,1,Class_2,Building
592,679485,4764045,0,Class_1,Parking/road/pavement
593,679495,4764045,1,Class_2,Building
594,679505,4764045,1,Class_2,Building
595,679515,4764045,1,Class_2,Building
596,679525,4764045,1,Class_2,Building
597,679535,4764045,1,Class_2,Building
598,679545,4764045,1,Class_2,Building
599,679555,4764045,3,Class_4,Grass
600,679565,4764045,3,Class_4,Grass
601,679575,4764045,3,Class_4,Grass
602,679585,4764045,3,Class_4,Grass
603,679595,4764045,3,Class_4,Grass
604,679605,4764045,3,Class_4,Grass
605,679615,4764045,3,Class_4,Grass
606,679625,4764045,3,Class_4,Grass
607,679635,4764045,3,Class_4,Grass
608,679645,4764045,3,Class_4,Grass
609,679655,4764045,3,Class_4,Grass
610,679665,4764045,3,Class_4,Grass
611,679675,4764045,3,Class_4,Grass
612,679685,4764045,3,Class_4,Grass
613,679695,4764045,3,Class_4,Grass
614,679705,4764045,3,Class_4,Grass
615,679715,4764045,3,Class_4,Grass
616,679725,4764045,3,Class_4,Grass
617,679735,4764045,3,Class_4,Grass
618,679745,4764045,3,Class_4,Grass
619,679755,4764045,3,Class_4,Grass
620,679765,4764045,3,Class_4,Grass
621,679775,4764045,3,Class_4,Grass
622,679785,4764045,3,Class_4,Grass
623,679795,4764045,3,Class_4,Grass
624,679805,4764045,3,Class_4,Grass
625,679815,4764045,3,Class_4,Grass
626,679825,4764045,2,Class_3,Tree/bushes
627,679835,4764045,2,Class_3,Tree/bushes
628,679845,4764045,2,Class_3,Tree/bushes
629,679855,4764045,2,Class_3,Tree/bushes
630,679865,4764045,2,Class_3,Tree/bushes
631,677775,4764035,0,Class_1,Parking/road/pavement
632,677785,4764035,1,Class_2,Building
633,677795,4764035,1,Class_2,Building
634,677805,4764035,1,Class_2,Building
635,677815,4764035,0,Class_1,Parking/road/pavement
636,677825,4764035,2,Class_3,Tree/bushes
637,677835,4764035,0,Class_1,Parking/road/pavement
638,677845,4764035,2,Class_3,Tree/bushes
639,677855,4764035,0,Class_1,Parking/road/pavement
640,677865,4764035,1,Class_2,Building
641,677875,4764035,1,Class_2,Building
642,677885,4764035,2,Class_3,Tree/bushes
643,677895,4764035,2,Class_3,Tree/bushes
644,677905,4764035,2,Class_3,Tree/bushes
645,677915,4764035,2,Class_3,Tree/bushes
646,677925,4764035,2,Class_3,Tree/bushes
647,677935,4764035,2,Class_3,Tree/bushes
648,677945,4764035,1,Class_2,Building
649,677955,4764035,0,Class_1,Parking/road/pavement
650,677965,4764035,1,Class_2,Building
651,677975,4764035,1,Class_2,Building
652,677985,4764035,0,Class_1,Parking/road/pavement
653,677995,4764035,1,Class_2,Building
654,678005,4764035,1,Class_2,Building
655,678015,4764035,3,Class_4,Grass
656,678025,4764035,3,Class_4,Grass
